label,message,spam_type,cleaned_message
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,adult,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recd thirtyeight penny
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,ham,printed oh lt gt come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,ham,ill little closer like bus stop street
ham,Where are you?when wil you reach here?,ham,wil reach
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,new theory argument win situation loses person dont argue ur friend kick amp say always correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,general_spam,u secret admirer looking make contact u find r reveal think ur special call
ham,Tomarrow final hearing on my laptop case so i cant.,ham,tomarrow final hearing laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,pleassssssseeeeee tel v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham,okay shining meant signing sound better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham,although told u dat baig face watch really like e watch u gave co fr u thanx everything dat u done today touched
ham,U don't remember that old commercial?,ham,u remember old commercial
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,ham,late said website dont slipper
ham,I asked you to call him now ok,ham,asked call ok
ham,Kallis wont bat in 2nd innings.,ham,kallis wont bat nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,lottery,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs www ldew com win ppmx age
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ham,ranjith cal drpd deeraj deepak min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,What you doing?how are you?,ham,
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham,ups day also shipping company take wks way usps take week get lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",ham,back lemme know ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham,necessarily expect done get back though headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,ham,mmm yummy babe nice jolt suzy
ham,Where are you lover ? I need you ...,ham,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,promotion,tried contact reply offer video handset anytime network min unlimited text camcorder reply call
ham,Iâm parked next to a MINI!!!! When are you coming in today do you think?,ham,parked next mini coming today think
ham,Yup,ham,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham,anyway going shopping co si done yet dun disturb u liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham,luton ring ur around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,general_spam,hey really horny want chat see naked text hot text charged pm unsubscribe text stop
ham,Why you Dint come with us.,ham,dint come u
ham,Same. Wana plan a trip sometme then,ham,wana plan trip sometme
ham,"Not sure yet, still trying to get a hold of him",ham,sure yet still trying get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,promotion,ur ringtone service changed free credit go club mobile com choose content stop txt club stop p wk club po box mk wt
ham,The evo. I just had to download flash. Jealous?,ham,evo download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,promotion,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
ham,"Come to mu, we're sorting out our narcotics situation",ham,come mu sorting narcotic situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,general_spam,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info www percent real com
ham,"Usf I guess, might as well take 1 car",ham,usf guess might well take car
ham,No objection. My bf not coming.,ham,objection bf coming
ham,Thanx...,ham,thanx
ham,Tell rob to mack his gf in the theater,ham,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",ham,awesome see bit
ham,Just sent it. So what type of food do you like?,ham,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,ham,done handed celebration full swing yet
ham,You got called a tool?,ham,got called tool
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",ham,wen u miss someone person definitely special u person special miss keep touch gdeve
ham,Ok. I asked for money how far,ham,ok asked money far
ham,Okie...,ham,okie
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,yeah think usual guy still passed last night get ahold anybody let know throw
ham,"K, I might come by tonight then if my class lets out early",ham,k might come tonight class let early
ham,Ok..,ham,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,life mean lot love life love people life world call friend call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham,dear shall mail tonite busy street shall update tonite thing looking ok varunnathu edukkukayee raksha ollu good one real sense
ham,Hey you told your name to gautham ah?,ham,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,ham,haf u found feel stupid da v cam working
ham,Oops. 4 got that bit.,ham,oops got bit
ham,Are you this much buzy,ham,much buzy
ham,I accidentally deleted the message. Resend please.,ham,accidentally deleted message resend please
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,promotion,mobile customer may claim free camera phone upgrade pay go sim card loyalty call offer end thfeb c apply
ham,Unless it's a situation where YOU GO GURL would be more appropriate,ham,unless situation go gurl would appropriate
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
ham,Need a coffee run tomo?Can't believe it's that time of week already,ham,need coffee run tomo believe time week already
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham,awesome remember last time got somebody high first time diesel v
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham,oh way food fridge want go meal tonight
ham,He is a womdarfull actor,ham,womdarfull actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",general_spam,sm ac blind date u rodds aberdeen united kingdom check http img sm ac w icmb cktz r blind date send hide
ham,Yup... From what i remb... I think should be can book...,ham,yup remb think book
ham,Jos ask if u wana meet up?,ham,jos ask u wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,lol yes friendship hanging thread cause u buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",general_spam,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap
